iter	MAPE
0	0.003239697659
1	0.00320198435
2	0.003164585384
3	0.003128649483
4	0.003095656296
5	0.003062903444
6	0.003032510845
7	0.003002750779
8	0.00297457144
9	0.002950316393
10	0.002924885158
11	0.002901484733
12	0.002881469705
13	0.002862184183
14	0.002843949679
15	0.002825562128
16	0.002808345813
17	0.002792402371
18	0.00277684242
19	0.002762507105
20	0.002747977125
21	0.002733917
22	0.002722150833
23	0.002709438539
24	0.002697491433
25	0.002687209583
26	0.00267735552
27	0.002666902277
28	0.002656454916
29	0.00264773046
30	0.002638428118
31	0.002629320964
32	0.002621982939
33	0.002613931784
34	0.002605766037
35	0.002598247746
36	0.00259111539
37	0.002583934176
38	0.002577499502
39	0.00257206549
40	0.002566113616
41	0.00256154083
42	0.002555916637
43	0.002550848087
44	0.002545758453
45	0.002541205257
46	0.00253654582
47	0.002532271034
48	0.002527984047
49	0.00252472957
50	0.002521536397
51	0.002517757365
52	0.002514104538
53	0.002510576803
54	0.002507375069
55	0.002504219774
56	0.002502116177
57	0.002499098042
58	0.002496293087
59	0.00249410801
60	0.002491524318
61	0.002489069509
62	0.002486642115
63	0.002484339433
64	0.002482278982
65	0.00248004675
66	0.002478062823
67	0.002476117569
68	0.00247443628
69	0.002472622487
70	0.00247088338
71	0.002469302259
72	0.00246778912
73	0.00246628398
74	0.002464774781
75	0.002463296254
76	0.00246196502
77	0.002460720611
78	0.002459639293
79	0.002458494537
80	0.002457381647
81	0.002456251109
82	0.002455121033
83	0.002454033633
84	0.0024530802
85	0.002452120655
86	0.002451197973
87	0.002450156172
88	0.002449286877
89	0.002448448556
90	0.002447629312
91	0.002446808757
92	0.002446067241
93	0.002445386918
94	0.002444698815
95	0.002444043477
96	0.002443437314
97	0.002442814771
98	0.002442227391
99	0.002441642994
100	0.002441243587
101	0.002440687508
102	0.002440188789
103	0.002439686151
104	0.002439203706
105	0.002438726777
106	0.002438280386
107	0.002437851582
108	0.002437427012
109	0.002437042418
110	0.002436665574
111	0.002436357115
112	0.002436003306
113	0.002435613137
114	0.002435289533
115	0.002435009337
116	0.002434686337
117	0.002434373226
118	0.002434156639
119	0.002433905312
120	0.00243363856
121	0.002433323775
122	0.002433041602
123	0.002432780023
124	0.002432505952
125	0.00243227751
126	0.002432069403
127	0.002431860543
128	0.002431710236
129	0.002431490347
130	0.002431349718
131	0.002431154809
132	0.002430818361
133	0.002430624229
134	0.002430465846
135	0.002430296484
136	0.002430102244
137	0.00242995712
138	0.002429818122
139	0.002429662296
140	0.002429567019
141	0.002429450233
142	0.00242932543
143	0.002429053948
144	0.002428967113
145	0.002428884134
146	0.002428787595
147	0.002428648459
148	0.002428583675
149	0.002428473572
150	0.002428383109
151	0.002428304798
152	0.002428214547
153	0.002428153906
154	0.002427939424
155	0.002427883679
156	0.002427799931
157	0.002427722958
158	0.00242765025
159	0.002427583901
160	0.002427519577
161	0.002427430714
162	0.002427377435
163	0.002427267801
164	0.002427212422
165	0.002427137321
166	0.002427067511
167	0.002426979805
168	0.002426941962
169	0.002426903332
170	0.002426859919
171	0.002426802448
172	0.002426760164
173	0.002426725413
174	0.002426663523
175	0.002426658852
176	0.002426654398
177	0.002426624765
178	0.002426596086
179	0.002426567572
180	0.002426410942
181	0.002426382325
182	0.002426353595
183	0.002426317393
184	0.002426293734
185	0.002426269079
186	0.002426239133
187	0.002426206656
188	0.002426180448
189	0.002426162999
190	0.00242609626
191	0.002426077097
192	0.002426061851
193	0.002426038321
194	0.002425981507
195	0.002425963415
196	0.002425683892
197	0.002425609057
198	0.002425594134
199	0.002425577962
200	0.002425560273
201	0.002425546989
202	0.0024255142
203	0.002425481748
204	0.002425464399
205	0.002425403149
206	0.0024253857
207	0.002425375742
208	0.00242536781
209	0.002425357795
210	0.002425347215
211	0.002425336192
212	0.002425320365
213	0.002425312921
214	0.00242525559
215	0.002425249468
216	0.002425130077
217	0.002425102426
218	0.002425081916
219	0.002425076268
220	0.002425071247
221	0.00242503104
222	0.002424919833
223	0.002424909085
224	0.002424902814
225	0.002424894216
226	0.002424720581
227	0.00242469964
228	0.002424694072
229	0.002424687906
230	0.002424670066
231	0.002424669505
232	0.002424666159
233	0.002424662149
234	0.00242464791
235	0.00242464477
236	0.002424633811
237	0.002424627757
238	0.002424624023
239	0.002424621699
240	0.002424618408
241	0.002424600011
242	0.002424597294
243	0.002424595134
244	0.002424589034
245	0.002424583544
246	0.002424576929
247	0.002424543507
248	0.002424527944
249	0.002424511182
250	0.002424507744
251	0.002424500295
252	0.002424498605
253	0.002424477817
254	0.002424468001
255	0.002424432509
256	0.00242442766
257	0.002424401501
258	0.002424399563
259	0.002424392906
260	0.002424390661
261	0.002424389303
262	0.002424387944
263	0.002424382756
264	0.002424376434
265	0.002424368212
266	0.002424240491
267	0.002424239211
268	0.002424235343
269	0.002424232289
270	0.002424225105
271	0.002424222372
272	0.00242415162
273	0.00242414323
274	0.002424140327
275	0.002424090288
276	0.002424089509
277	0.002424088782
278	0.002424085436
279	0.002424082387
280	0.002424077068
281	0.002424074534
282	0.0024240608
283	0.002424060291
284	0.002424042122
285	0.002424039596
286	0.00242402573
287	0.002424025084
288	0.002424024459
289	0.002424023161
290	0.002424022546
291	0.002424022126
292	0.002424019331
293	0.002424018622
294	0.002424014798
295	0.002424014326
296	0.002423856727
297	0.002423854835
298	0.002423853535
299	0.002423853067
300	0.002423803746
301	0.002423803435
302	0.00242380318
303	0.002423798202
304	0.002423793813
305	0.002423791181
306	0.002423790834
307	0.002423789467
308	0.002423789175
309	0.002423787981
310	0.002423785665
311	0.00242378548
312	0.00242377754
313	0.002423772276
314	0.002423772077
315	0.00242353464
316	0.002423510888
317	0.002423510727
318	0.002423510526
319	0.002423507822
320	0.002423507273
321	0.002423501277
322	0.002423501052
323	0.002423496885
324	0.002423178527
325	0.002423178394
326	0.002423170033
327	0.002423112161
328	0.002423112021
329	0.002423111769
330	0.002423111609
331	0.002423065036
332	0.002423035292
333	0.002423032968
334	0.002423031758
335	0.002423029735
336	0.00242302927
337	0.002423029099
338	0.002423028878
339	0.002423025882
340	0.002423025233
341	0.002423006181
342	0.002423006122
343	0.002423005898
344	0.002423005833
345	0.002423005117
346	0.002423004374
347	0.002422992144
348	0.002422991769
349	0.002422781257
350	0.002422743661
351	0.00242254271
352	0.002422533935
353	0.002422520444
354	0.002422520399
355	0.002422520354
356	0.002422519953
357	0.002422519907
358	0.002422519728
359	0.002422519726
360	0.00242251965
361	0.00242251962
362	0.002422512676
363	0.002422512638
364	0.002422512436
365	0.002422512408
366	0.002422512351
367	0.002422483456
368	0.002422483422
369	0.00242230715
370	0.002422277104
371	0.002422277051
372	0.002422260917
373	0.00242226087
374	0.00242225922
375	0.002422053404
376	0.002422037695
377	0.002422037677
378	0.002422034586
379	0.002422034557
380	0.002422034535
381	0.00242198991
382	0.00242198989
383	0.002421989866
384	0.002421968722
385	0.00242196863
386	0.002421968004
387	0.00242196799
388	0.002421967966
389	0.002421967953
390	0.002421967929
391	0.002421967899
392	0.002421967863
393	0.002421967751
394	0.002421967751
395	0.002421967733
396	0.002421967178
397	0.002421967162
398	0.002421967134
399	0.002421967103
400	0.002421967076
401	0.002421966989
402	0.002421966886
403	0.002421966864
404	0.002421964932
405	0.002421963079
406	0.002421963009
407	0.002421962986
408	0.002421962914
409	0.002421962825
410	0.002421911227
411	0.002421911163
412	0.002421911148
413	0.002421911132
414	0.002421911118
415	0.002421911104
416	0.002421911091
417	0.00242191108
418	0.002421911073
419	0.002421910963
420	0.002421910958
421	0.002421910949
422	0.002421910944
423	0.002421910944
424	0.002421910937
425	0.002421910933
426	0.002421910927
427	0.002421910905
428	0.002421910898
429	0.002421910892
430	0.002421910887
431	0.002421910801
432	0.002421910796
433	0.002421910791
434	0.002421910721
435	0.002421910717
436	0.002421910713
437	0.00242191071
438	0.002421910705
439	0.0024219107
440	0.002421910695
441	0.002421910693
442	0.002421910652
443	0.002421910584
444	0.002421910558
445	0.002421910541
446	0.002421910539
447	0.002421910537
448	0.002421910163
449	0.002421910161
450	0.002421910159
451	0.002421910158
452	0.002421910155
453	0.002421910153
454	0.002421910152
455	0.002421910148
456	0.002421910143
457	0.002421910142
458	0.002421650837
459	0.00242165083
460	0.002421650828
461	0.002421650776
462	0.002421650727
463	0.002421650723
464	0.00242165072
465	0.002421650675
466	0.002421650674
467	0.002421650673
468	0.002421650672
469	0.002421650671
470	0.00242165067
471	0.002421650055
472	0.002421650054
473	0.002421650052
474	0.00242165003
475	0.002421650029
476	0.002421650029
477	0.00242165001
478	0.002421649992
479	0.00242164999
480	0.002421649989
481	0.002421649988
482	0.002421649986
483	0.002421649985
484	0.002421649984
485	0.002421649982
486	0.002421649979
487	0.002421649979
488	0.002421649976
489	0.002421649974
490	0.002421649973
491	0.002421649971
492	0.002421649969
493	0.002421647508
494	0.002421647508
495	0.002421647505
496	0.002421647502
497	0.002421647501
498	0.00242164737
499	0.00242164737
500	0.002421647244
501	0.002421647244
502	0.002421647123
503	0.002421647007
504	0.002421646894
505	0.002421646893
506	0.002421646784
507	0.002421646783
508	0.002421646678
509	0.002421646576
510	0.002421646575
511	0.002421646574
512	0.002421646477
513	0.002421646383
514	0.002421646292
515	0.00242164418
516	0.002421642141
517	0.002421640174
518	0.002421640174
519	0.002421638276
520	0.002421638276
521	0.002421636443
522	0.002421634676
523	0.002421634674
524	0.002421632969
525	0.002421632966
526	0.00242163132
527	0.002421629731
528	0.00242162973
529	0.002421629666
530	0.002421628135
531	0.002421628135
532	0.002421628076
533	0.002421626601
534	0.0024216266
535	0.002421626545
536	0.002421625123
537	0.002421623751
538	0.00242162375
539	0.002421622426
540	0.002421622426
541	0.002421621042
542	0.002421619766
543	0.002421618535
544	0.002421618535
545	0.002421615497
546	0.002421615496
547	0.002421615495
548	0.002421615494
549	0.002421615452
550	0.002421614266
551	0.002421614264
552	0.002421614264
553	0.002421614263
554	0.002421614238
555	0.002421614211
556	0.00242161421
557	0.00242161128
558	0.002421610004
559	0.002421610003
560	0.002421608859
561	0.002421608857
562	0.002421608857
563	0.002421608857
564	0.002421608856
565	0.002421608856
566	0.002421607751
567	0.002421607725
568	0.00242160649
569	0.002421606452
570	0.002421606451
571	0.002421604868
572	0.002421604867
573	0.002421604842
574	0.002421604806
575	0.002421604804
576	0.002421604803
577	0.002421603775
578	0.002421603774
579	0.002421603773
580	0.002421597689
581	0.002421597688
582	0.002421596036
583	0.002421596036
584	0.002421347275
585	0.002421347275
586	0.002421346919
587	0.002421344763
588	0.002421344762
589	0.002421333245
590	0.002421330976
591	0.002421330975
592	0.002421327938
593	0.002421327937
594	0.002421327936
595	0.002421327936
596	0.002421327936
597	0.002421327936
598	0.002421327936
599	0.002421327936
600	0.002421327936
601	0.002421327934
602	0.002421327934
603	0.002421327934
604	0.002421327934
605	0.002421327934
606	0.002421327934
607	0.002421327514
608	0.002421327514
609	0.002421327513
610	0.002421327513
611	0.002421327513
612	0.002421327513
613	0.002421327512
614	0.002421327511
615	0.002421327511
616	0.002421327511
617	0.002421316289
618	0.002421316289
619	0.002421316289
620	0.002421316289
621	0.002421316289
622	0.002421316289
623	0.002421316289
624	0.002421316289
625	0.002421316289
626	0.002421316289
627	0.002421316289
628	0.002421316288
629	0.002421316288
630	0.002421316288
631	0.002421316288
632	0.002421316288
633	0.002421316288
634	0.002421316288
635	0.002421257593
636	0.002421257593
637	0.002421257593
638	0.002421257593
639	0.002421257593
640	0.002421257593
641	0.002421257592
642	0.002421257592
643	0.002421257592
644	0.002421257592
645	0.002421257592
646	0.002421257592
647	0.002421257592
648	0.002421257592
649	0.002421257592
650	0.002421257591
651	0.002421257591
652	0.002421257591
653	0.002421257591
654	0.002421257591
655	0.002421257591
656	0.002421257591
657	0.002421257591
658	0.002421257591
659	0.002421257591
660	0.002421257591
661	0.002421257591
662	0.002421257591
663	0.002421257591
664	0.002421256697
665	0.002421253963
666	0.002421253963
667	0.002421253963
668	0.002421253962
669	0.002421253962
670	0.002421253962
671	0.002421253962
672	0.002421253962
673	0.00242125135
